name,type,isin,distribution_policy,yahoo_ticker,yahoo_exchange,yahoo_source_url,ordinary_tax_principle,ordinary_income_type,ask_eligible,tax_basis,tax_source_url,classification_as_of
iShares MSCI Europe Health Care Sector UCITS ETF EUR (Acc),ETF,IE00BMW42181,Akkumulerende,ESIH.DE,GER,https://finance.yahoo.com/quote/ESIH.DE/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares MSCI Europe Industrials Sector UCITS ETF EUR (Acc),ETF,IE00BMW42520,Akkumulerende,ESIN.DE,GER,https://finance.yahoo.com/quote/ESIN.DE/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares MSCI Europe Information Technology Sector UCITS ETF EUR (Acc),ETF,IE00BMW42413,Akkumulerende,ESIT.DE,GER,https://finance.yahoo.com/quote/ESIT.DE/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares MSCI Europe Quality Dividend Advanced UCITS ETF EUR (Dist),ETF,IE00BYYHSM20,Distribuerende,QDVX.DE,GER,https://finance.yahoo.com/quote/QDVX.DE/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares MSCI Europe Screened UCITS ETF EUR (Acc),ETF,IE00BFNM3D14,Akkumulerende,SLMC.DE,GER,https://finance.yahoo.com/quote/SLMC.DE/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares MSCI Europe Screened UCITS ETF EUR (Dist),ETF,IE00BFNM3F38,Distribuerende,SLMD.DE,GER,https://finance.yahoo.com/quote/SLMD.DE/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares MSCI Europe SRI UCITS ETF EUR (Acc),ETF,IE00B52VJ196,Akkumulerende,IESE.AS,AMS,https://finance.yahoo.com/quote/IESE.AS/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares MSCI Europe SRI UCITS ETF EUR (Dist),ETF,IE00BGDPWW94,Distribuerende,ISED.AS,AMS,https://finance.yahoo.com/quote/ISED.AS/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares MSCI France UCITS ETF EUR (Acc),ETF,IE00BP3QZJ36,Akkumulerende,IS3U.DE,GER,https://finance.yahoo.com/quote/IS3U.DE/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares MSCI Global Semiconductors UCITS ETF USD (Acc),ETF,IE000I8KRLL9,Akkumulerende,SEMI.AS,AMS,https://finance.yahoo.com/quote/SEMI.AS/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares MSCI India UCITS ETF USD (Acc),ETF,IE00BZCQB185,Akkumulerende,NDIA.L,LSE,https://finance.yahoo.com/quote/NDIA.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares MSCI Japan ESG Enhanced CTB UCITS ETF EUR Hedged (Acc),ETF,IE0002SCQ8X0,Akkumulerende,CEB3.DE,GER,https://finance.yahoo.com/quote/CEB3.DE/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares MSCI Japan ESG Enhanced CTB UCITS ETF USD (Acc),ETF,IE00BHZPJ452,Akkumulerende,EDMJ.SW,EBS,https://finance.yahoo.com/quote/EDMJ.SW/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares MSCI Japan ESG Enhanced CTB UCITS ETF USD (Dist),ETF,IE00BHZPJ346,Distribuerende,EEJD.L,LSE,https://finance.yahoo.com/quote/EEJD.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares MSCI Japan Screened UCITS ETF USD (Acc),ETF,IE00BFNM3L97,Akkumulerende,SAJP.L,LSE,https://finance.yahoo.com/quote/SAJP.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares MSCI Japan Screened UCITS ETF USD (Dist),ETF,IE00BFNM3M05,Distribuerende,SDJP.L,LSE,https://finance.yahoo.com/quote/SDJP.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares MSCI Japan Small Cap UCITS ETF USD (Dist),ETF,IE00B2QWDY88,Distribuerende,IDJP.L,LSE,https://finance.yahoo.com/quote/IDJP.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares MSCI Japan SRI UCITS ETF USD (Acc),ETF,IE00BYX8XC17,Akkumulerende,SUJP.L,LSE,https://finance.yahoo.com/quote/SUJP.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares MSCI Japan SRI UCITS ETF USD (Dist),ETF,IE00BGDQ0V72,Distribuerende,SUJD.AS,AMS,https://finance.yahoo.com/quote/SUJD.AS/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares MSCI Japan UCITS ETF USD (Dist),ETF,IE00B02KXH56,Distribuerende,IJPU.L,LSE,https://finance.yahoo.com/quote/IJPU.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares MSCI Korea UCITS ETF USD (Dist),ETF,IE00B0M63391,Distribuerende,IKOR.SW,EBS,https://finance.yahoo.com/quote/IKOR.SW/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares MSCI North America UCITS ETF USD (Dist),ETF,IE00B14X4M10,Distribuerende,INAA.SW,EBS,https://finance.yahoo.com/quote/INAA.SW/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares MSCI Saudi Arabia Capped UCITS ETF USD (Acc),ETF,IE00BYYR0489,Akkumulerende,IKSA.L,LSE,https://finance.yahoo.com/quote/IKSA.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares MSCI Saudi Arabia Capped UCITS ETF USD (Dist),ETF,IE00BJ5JPJ87,Distribuerende,IKSD.L,LSE,https://finance.yahoo.com/quote/IKSD.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares MSCI South Africa UCITS ETF USD (Acc),ETF,IE00B52XQP83,Akkumulerende,IRSA.L,LSE,https://finance.yahoo.com/quote/IRSA.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares MSCI Taiwan UCITS ETF USD (Dist),ETF,IE00B0M63623,Distribuerende,ITWN.SW,EBS,https://finance.yahoo.com/quote/ITWN.SW/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares MSCI Turkey UCITS ETF USD (Dist),ETF,IE00B1FZS574,Distribuerende,IDTK.L,LSE,https://finance.yahoo.com/quote/IDTK.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares MSCI USA ESG Enhanced CTB UCITS ETF EUR Hedged (Acc),ETF,IE000U7L59A3,Akkumulerende,CBUC.DE,GER,https://finance.yahoo.com/quote/CBUC.DE/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares MSCI USA ESG Enhanced CTB UCITS ETF USD (Acc),ETF,IE00BHZPJ908,Akkumulerende,0ACQ.IL,IOB,https://finance.yahoo.com/quote/0ACQ.IL/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares MSCI USA ESG Enhanced CTB UCITS ETF USD (Dist),ETF,IE00BHZPJ890,Distribuerende,EEDS.L,LSE,https://finance.yahoo.com/quote/EEDS.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares MSCI USA Leaders UCITS ETF USD (Acc),ETF,IE000C5YJ791,Akkumulerende,USLD.AS,AMS,https://finance.yahoo.com/quote/USLD.AS/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares MSCI USA Mid-Cap Equal Weight UCITS ETF USD (Acc),ETF,IE00BD1F4K20,Akkumulerende,IUSZ.L,LSE,https://finance.yahoo.com/quote/IUSZ.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares MSCI USA Quality Dividend Advanced UCITS ETF USD (Dist),ETF,IE00BKM4H312,Distribuerende,QDIV.L,LSE,https://finance.yahoo.com/quote/QDIV.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares MSCI USA Screened UCITS ETF EUR Hedged (Acc),ETF,IE000G2LIHG9,Akkumulerende,SAUA.MI,MIL,https://finance.yahoo.com/quote/SAUA.MI/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares MSCI USA Screened UCITS ETF USD (Acc),ETF,IE00BFNM3G45,Akkumulerende,SASU.L,LSE,https://finance.yahoo.com/quote/SASU.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares MSCI USA Screened UCITS ETF USD (Dist),ETF,IE00BFNM3H51,Distribuerende,SDUS.L,LSE,https://finance.yahoo.com/quote/SDUS.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares MSCI USA Small Cap ESG Enhanced CTB UCITS ETF USD (Acc),ETF,IE00B3VWM098,Akkumulerende,CSUSS.MI,MIL,https://finance.yahoo.com/quote/CSUSS.MI/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares MSCI USA SRI UCITS ETF EUR Hedged (Dist),ETF,IE00BZ173V67,Distribuerende,3SUR.DE,GER,https://finance.yahoo.com/quote/3SUR.DE/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares MSCI USA SRI UCITS ETF USD (Acc),ETF,IE00BYVJRR92,Akkumulerende,SUAS.L,LSE,https://finance.yahoo.com/quote/SUAS.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares MSCI USA SRI UCITS ETF USD (Dist),ETF,IE00BZ173T46,Distribuerende,SRIL.AS,AMS,https://finance.yahoo.com/quote/SRIL.AS/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares MSCI USA UCITS ETF USD (Acc),ETF,IE00B52SFT06,Akkumulerende,CSUS.SW,EBS,https://finance.yahoo.com/quote/CSUS.SW/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares MSCI World ESG Enhanced CTB UCITS ETF USD (Acc),ETF,IE00BHZPJ569,Akkumulerende,EDMW.SW,EBS,https://finance.yahoo.com/quote/EDMW.SW/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares MSCI World ESG Enhanced CTB UCITS ETF USD (Dist),ETF,IE00BG11HV38,Distribuerende,EEWD.L,LSE,https://finance.yahoo.com/quote/EEWD.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares MSCI World Information Technology Sector Advanced UCITS ETF USD (Dist),ETF,IE00BJ5JNY98,Distribuerende,WITS.AS,AMS,https://finance.yahoo.com/quote/WITS.AS/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares MSCI World Mid-Cap Equal Weight UCITS ETF USD (Acc),ETF,IE00BP3QZD73,Akkumulerende,IWSZ.L,LSE,https://finance.yahoo.com/quote/IWSZ.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares MSCI World Paris-Aligned Climate UCITS ETF USD (Acc),ETF,IE00BMXC7W70,Akkumulerende,WPAB.AS,AMS,https://finance.yahoo.com/quote/WPAB.AS/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares MSCI World Quality Dividend Advanced UCITS ETF USD (Dist),ETF,IE00BYYHSQ67,Distribuerende,WQDV.L,LSE,https://finance.yahoo.com/quote/WQDV.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares MSCI World Screened UCITS ETF USD (Acc),ETF,IE00BFNM3J75,Akkumulerende,SAWD.L,LSE,https://finance.yahoo.com/quote/SAWD.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares MSCI World Screened UCITS ETF USD (Dist),ETF,IE00BFNM3K80,Distribuerende,SDWD.L,LSE,https://finance.yahoo.com/quote/SDWD.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares MSCI World Small Cap UCITS ETF USD (Acc),ETF,IE00BF4RFH31,Akkumulerende,WSML.L,LSE,https://finance.yahoo.com/quote/WSML.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares MSCI World SRI UCITS ETF EUR (Acc),ETF,IE00BYX2JD69,Akkumulerende,SUSW.L,LSE,https://finance.yahoo.com/quote/SUSW.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares MSCI World SRI UCITS ETF USD (Dist),ETF,IE00BDZZTM54,Distribuerende,SUWS.L,LSE,https://finance.yahoo.com/quote/SUWS.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares MSCI World UCITS ETF USD (Dist),ETF,IE00B0M62Q58,Distribuerende,IDWR.L,LSE,https://finance.yahoo.com/quote/IDWR.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares Nasdaq 100 ex-Top 30 UCITS ETF USD (Acc),ETF,IE000SVXJH05,Akkumulerende,QNXT.AS,AMS,https://finance.yahoo.com/quote/QNXT.AS/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares Nasdaq 100 Top 30 UCITS ETF USD (Acc),ETF,IE000Z7P04F4,Akkumulerende,QTOP.AS,AMS,https://finance.yahoo.com/quote/QTOP.AS/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares NASDAQ 100 UCITS ETF EUR Hedged (Acc),ETF,IE00BYVQ9F29,Akkumulerende,NQSE.DE,GER,https://finance.yahoo.com/quote/NQSE.DE/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares NASDAQ 100 UCITS ETF USD (Acc),ETF,IE00B53SZB19,Akkumulerende,CSNDX.SW,EBS,https://finance.yahoo.com/quote/CSNDX.SW/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares Nasdaq US Biotechnology UCITS ETF USD (Acc),ETF,IE00BYXG2H39,Akkumulerende,BTEC.L,LSE,https://finance.yahoo.com/quote/BTEC.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares Nikkei 225 UCITS ETF (DE),ETF,DE000A0H08D2,Distribuerende,EXX7.DE,GER,https://finance.yahoo.com/quote/EXX7.DE/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares Oil & Gas Exploration & Production UCITS ETF USD (Acc),ETF,IE00B6R51Z18,Akkumulerende,IOGP.L,LSE,https://finance.yahoo.com/quote/IOGP.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares Quantum Computing UCITS ETF USD (Acc),ETF,IE000C6ITGC8,Akkumulerende,QANT.AS,AMS,https://finance.yahoo.com/quote/QANT.AS/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares S&P 500 3% Capped UCITS ETF EUR Hedged (Acc),ETF,IE0001ARVVZ9,Akkumulerende,CEPP.DE,GER,https://finance.yahoo.com/quote/CEPP.DE/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares S&P 500 3% Capped UCITS ETF USD (Acc),ETF,IE000YIXESS9,Akkumulerende,SP3C.AS,AMS,https://finance.yahoo.com/quote/SP3C.AS/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares S&P 500 Communication Sector UCITS ETF USD (Acc),ETF,IE00BDDRF478,Akkumulerende,IUCM.L,LSE,https://finance.yahoo.com/quote/IUCM.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares S&P 500 Consumer Discretionary Sector UCITS ETF USD (Acc),ETF,IE00B4MCHD36,Akkumulerende,IUCD.L,LSE,https://finance.yahoo.com/quote/IUCD.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares S&P 500 Consumer Staples Sector UCITS ETF USD (Acc),ETF,IE00B40B8R38,Akkumulerende,2B7D.DE,GER,https://finance.yahoo.com/quote/2B7D.DE/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares S&P 500 Energy Sector UCITS ETF USD (Acc),ETF,IE00B42NKQ00,Akkumulerende,IUES.L,LSE,https://finance.yahoo.com/quote/IUES.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares S&P 500 Financials Sector UCITS ETF USD (Acc),ETF,IE00B4JNQZ49,Akkumulerende,IUFS.L,LSE,https://finance.yahoo.com/quote/IUFS.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares S&P 500 Health Care Sector UCITS ETF USD (Acc),ETF,IE00B43HR379,Akkumulerende,IUHC.L,LSE,https://finance.yahoo.com/quote/IUHC.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares S&P 500 Industrials Sector UCITS ETF USD (Acc),ETF,IE00B4LN9N13,Akkumulerende,2B7C.DE,GER,https://finance.yahoo.com/quote/2B7C.DE/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares S&P 500 Information Technology Sector UCITS ETF USD (Acc),ETF,IE00B3WJKG14,Akkumulerende,IUIT.L,LSE,https://finance.yahoo.com/quote/IUIT.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares S&P 500 Materials Sector UCITS ETF USD (Acc),ETF,IE00B4MKCJ84,Akkumulerende,2B7B.DE,GER,https://finance.yahoo.com/quote/2B7B.DE/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares S&P 500 Paris-Aligned Climate UCITS ETF USD (Acc),ETF,IE00BMXC7V63,Akkumulerende,UPAB.AS,AMS,https://finance.yahoo.com/quote/UPAB.AS/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares S&P 500 Utilities Sector UCITS ETF USD (Acc),ETF,IE00B4KBBD01,Akkumulerende,2B7A.DE,GER,https://finance.yahoo.com/quote/2B7A.DE/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares S&P SmallCap 600 UCITS ETF USD (Dist),ETF,IE00B2QWCY14,Distribuerende,IDP6.L,LSE,https://finance.yahoo.com/quote/IDP6.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares S&P U.S. Banks UCITS ETF USD (Acc),ETF,IE00BD3V0B10,Akkumulerende,BNKS.L,LSE,https://finance.yahoo.com/quote/BNKS.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares STOXX Europe 50 UCITS ETF EUR (Dist),ETF,IE0008470928,Distribuerende,EUN.MI,MIL,https://finance.yahoo.com/quote/EUN.MI/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares STOXX Europe 600 Automobiles & Parts UCITS ETF (DE) EUR (Acc),ETF,DE000A2QP4A8,Akkumulerende,SAOT.AS,AMS,https://finance.yahoo.com/quote/SAOT.AS/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares STOXX Europe 600 Automobiles & Parts UCITS ETF (DE) EUR (Dist),ETF,DE000A0Q4R28,Distribuerende,EXV5.DE,GER,https://finance.yahoo.com/quote/EXV5.DE/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares STOXX Europe 600 Banks UCITS ETF (DE),ETF,DE000A0F5UJ7,Distribuerende,EXV1.DE,GER,https://finance.yahoo.com/quote/EXV1.DE/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares STOXX Europe 600 Basic Resources UCITS ETF (DE),ETF,DE000A0F5UK5,Distribuerende,EXV6.DE,GER,https://finance.yahoo.com/quote/EXV6.DE/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares STOXX Europe 600 Chemicals UCITS ETF (DE),ETF,DE000A0H08E0,Distribuerende,EXV7.DE,GER,https://finance.yahoo.com/quote/EXV7.DE/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares STOXX Europe 600 Construction & Materials UCITS ETF (DE),ETF,DE000A0H08F7,Distribuerende,EXV8.DE,GER,https://finance.yahoo.com/quote/EXV8.DE/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares STOXX Europe 600 Financial Services UCITS ETF (DE),ETF,DE000A0H08G5,Distribuerende,EXH2.DE,GER,https://finance.yahoo.com/quote/EXH2.DE/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares STOXX Europe 600 Food & Beverage UCITS ETF (DE),ETF,DE000A0H08H3,Distribuerende,EXH3.DE,GER,https://finance.yahoo.com/quote/EXH3.DE/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares STOXX Europe 600 Health Care UCITS ETF (DE),ETF,DE000A0Q4R36,Distribuerende,EXV4.DE,GER,https://finance.yahoo.com/quote/EXV4.DE/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares STOXX Europe 600 Industrial Goods & Services UCITS ETF (DE),ETF,DE000A0H08J9,Distribuerende,EXH4.DE,GER,https://finance.yahoo.com/quote/EXH4.DE/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares STOXX Europe 600 Insurance UCITS ETF (DE),ETF,DE000A0H08K7,Distribuerende,EXH5.DE,GER,https://finance.yahoo.com/quote/EXH5.DE/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares STOXX Europe 600 Media UCITS ETF (DE),ETF,DE000A0H08L5,Distribuerende,EXH6.DE,GER,https://finance.yahoo.com/quote/EXH6.DE/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
